Time,Amb pressure (PSI),Accel Ped. Pos. (%),Boost (PSI),Boost target (PSI),Coolant (*C),Exhaust flap status,Gear (-),IAT (*C),Lambda bank 1 (AFR),Load act. (%),Load req. (%),MAF (g/s),Oil temp (*C),Rail pressure mean (PSI),Rail pressure req. (PSI),RPM (rpm),Speed (km/h),STFT 1 (%),Throttle Position (*),Timing Cyl. 1,Timing Cyl. 2 (*),Timing Cyl. 3 (*),Timing Cyl. 4 (*),Timing Cyl. 5 (*),Timing Cyl. 6 (*),Torque act. clutch (Nm),Transmission temp (*C),WGDC (%),Boost setpoint factor,Boost target RAM (PSI),Compressor after P-D (kW),Cyl1 Timing Cor (*),Cyl2 Timing Cor (*),Cyl3 Timing Cor (*),Cyl4 Timing Cor (*),Cyl5 Timing Cor (*),Cyl6 Timing Cor (*),Load actual RAM,MAF REQ (P corr.) (g/s),MAF req. WGDC (g/s),Mdk_max_gs (NM),Torque lim. 1 (-),Torque lim. 2 (-),Torque lim. 3 (-),MHD version 3.87 000021571DAA01 v1.08 stg2 plus 93_98
84.432,14.6,0,1.6,0,92,0,5,34,222.07,25.5,25.4,40.4,98,2624.1,2175.8,4868,153,0,16.1,-2,-2,-2,-2,-2,-2,-48,63,91.2,1,0,0.1,0,0,0,0,0,0,25.4,42.42,42.65,1000,0,0,0,0
84.512,14.6,0,1.6,0,92,0,5,34,217.18,24.8,25.2,39.6,98,2626.5,2175.8,4840,152,0,16.1,-2,-2,-2,-2,-2,-2,-48,63,91.2,1,0,0.1,0,0,0,0,0,0,25.3,42.23,42.37,1000,0,0,0,0
84.604,14.6,0,1.6,0,92,0,5,34,220.44,24.8,25.3,39.5,98,2628.5,2175.8,4858,152,0,16,-2,-2,-2,-2,-2,-2,-48,63,91.2,1,0,0.1,0,0,0,0,0,0,25.4,42.19,42.19,1000,0,0,0,0
84.685,14.6,0,1.6,0,92,0,5,34,217.18,24.8,25.2,39.6,98,2630,2175.8,4833,151,0,16,-2,-2,-2,-2,-2,-2,-48,63,91.2,1,0,0.1,0,0,0,0,0,0,25.4,41.89,41.99,1000,0,0,0,0
84.785,14.6,0,1.6,0,92,0,5,34,223.7,24.8,25,39.5,98,2632.7,2175.8,4802,151,0,15.9,-2,-2,-2,-2,-2,-2,-48,63,91.3,1,0,0.1,0,0,0,0,0,0,25.4,41.46,41.64,1000,0,0,0,0
84.884,14.6,0,1.6,0,92,0,5,34,230.23,24.8,24.9,39,98,2634.3,2175.8,4783,150,0,15.8,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-48,63,91.3,1,0,0.1,0,0,0,0,0,0,25.3,41.07,41.26,1000,0,0,0,0
84.972,14.6,0,1.6,0,92,0,5,34,222.07,24.8,24.8,38.8,98,2636.6,2175.8,4762,149,0,15.7,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-48,63,91.3,1,0,0.1,0,0,0,0,0,0,25.1,40.71,40.87,1000,0,0,0,0
85.052,14.6,0,1.5,0,92,0,5,34,225.34,24.8,24.7,38.2,98,2638.2,2175.8,4749,149,0,15.7,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-48,63,91.3,1,0,0.1,0,0,0,0,0,0,24.9,40.22,40.54,1000,0,0,0,0
85.132,14.6,0,1.5,0,92,0,5,34,226.97,24.8,24.4,38,98,2640.3,2175.8,4713,148,0,15.7,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-48,63,91.4,1,0,0.1,0,0,0,0,0,0,24.8,39.57,40.12,1000,0,0,0,0
85.211,14.6,0,1.5,0,92,0,5,34,230.23,24.8,24.3,37.5,98,2642.6,2175.8,4703,148,0,15.6,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-47,63,91.4,1,0,0.1,0,0,0,0,0,0,24.8,39.53,39.75,1000,0,0,0,0
85.292,14.6,0,1.5,0,92,0,5,34,231.86,24.8,24.4,37.5,98,2644.2,2175.8,4684,147,0,15.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-47,63,91.4,1,0,0.1,0,0,0,0,0,0,24.6,39.07,39.42,1000,0,0,0,0
85.371,14.6,0,1.5,0,92,0,5,34,231.86,24,24.1,36.7,98,2646.2,2175.8,4658,146,0,15.5,-2,-2,-2,-2,-2,-2,-47,63,91.5,1,0,0.1,0,0,0,0,0,0,24.2,38.73,39.03,1000,0,0,0,0
85.452,14.6,0,1.5,0,92,0,5,34,231.86,24,24,36.3,98,2647.2,2175.8,4644,146,0,15.4,-2,-2,-2,-2,-2,-2,-47,63,91.5,1,0,0.1,0,0,0,0,0,0,24.2,38.31,38.69,1000,0,0,0,0
85.533,14.6,0,1.5,0,92,0,5,34,231.86,24,23.8,36.2,98,2648.5,2175.8,4623,145,0,15.4,-2,-2,-2,-2,-2,-2,-47,63,91.5,1,0,0.1,0,0,0,0,0,0,24.3,37.97,38.32,1000,0,0,0,0
85.612,14.6,0,1.5,0,92,0,5,34,233.49,23.2,23.8,35.5,98,2651.4,2175.8,4608,145,0,15.3,-2,-2,-2,-2,-2,-2,-47,63,91.6,1,0,0.1,0,0,0,0,0,0,23.8,37.67,37.98,1000,0,0,0,0
85.692,14.6,0,1.5,0,92,0,5,34,235.13,23.2,23.7,35.2,98,2652.3,2175.8,4584,144,0,15.3,-2,-2,-2,-2,-2,-2,-47,63,91.6,1,0,0.1,0,0,0,0,0,0,23.8,37.34,37.67,1000,0,0,0,0
85.774,14.6,0,1.5,0,92,0,5,34,235.13,23.2,23.5,34.9,98,2654,2175.8,4551,143,0,15.3,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-47,63,91.6,1,0,0.1,0,0,0,0,0,0,23.8,36.86,37.28,1000,0,0,0,0
85.852,14.6,0,1.5,0,92,0,5,34,235.13,23.2,23.4,34.9,99,2656,2175.8,4530,142,0,15.2,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-46,63,91.7,1,0,0.1,0,0,0,0,0,0,23.9,36.48,36.87,1000,0,0,0,0
85.932,14.6,0,1.5,0,92,0,5,34,235.13,23.2,23.2,34.2,99,2657.4,2175.8,4516,142,0,15,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-46,63,91.7,1,0,0.1,0,0,0,0,0,0,23.4,36.24,36.5,1000,0,0,0,0
86.012,14.6,0,1.5,0,92,0,5,34,235.13,23.2,23.2,33.9,99,2658.7,2175.8,4510,142,0,15,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-46,63,91.7,1,0,0.1,0,0,0,0,0,0,23.3,36.07,36.23,1000,0,0,0,0
86.092,14.6,0,1.5,0,92,0,5,34,235.13,23.2,23.1,33.9,99,2660.6,2175.8,4487,141,0,14.9,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-46,63,91.7,1,0,0.1,0,0,0,0,0,0,23.3,35.63,35.91,1000,0,0,0,0
86.188,14.6,0,1.4,0,92,0,5,34,235.13,23.2,22.9,33.5,99,2663.5,2175.8,4458,140,0,14.9,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-46,63,91.8,1,0,0.1,0,0,0,0,0,0,23.3,35.22,35.54,1000,0,0,0,0
86.273,14.6,0,1.4,0,92,0,5,34,235.13,22.5,22.7,33.1,99,2664.9,2175.8,4449,140,0,14.9,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-46,63,91.8,1,0,0.1,0,0,0,0,0,0,22.9,34.89,35.14,1000,0,0,0,0
86.352,14.6,0,1.4,0,92,0,5,34,235.13,22.5,22.7,32.6,99,2666.6,2175.8,4434,139,0,14.8,-2,-2,-2,-2,-2,-2,-46,63,91.9,1,0,0.1,0,0,0,0,0,0,22.9,34.57,34.84,1000,0,0,0,0
86.444,14.6,0,1.4,0,92,0,5,34,235.13,22.5,22.5,32.6,99,2668.6,2175.8,4405,138,0,14.7,-2,-2,-2,-2,-2,-2,-46,63,91.9,1,0,0.1,0,0,0,0,0,0,22.8,33.96,34.46,1000,0,0,0,0
86.532,14.6,0,1.4,0,92,0,5,33,235.13,21.8,21.9,31.1,99,2670.1,2175.8,4366,137,0,14.5,-2,-2,-2,-2,-2,-2,-46,63,92.1,1,0,0.1,0,0,0,0,0,0,21.8,32.71,33.67,1000,0,0,0,0
86.612,14.6,0,1.4,0,92,0,5,33,235.13,21.8,21.6,30.7,99,2671.9,2175.8,4353,136,0,14.2,-2,-2,-2,-2,-2,-2,-46,63,92.1,1,0,0.1,0,0,0,0,0,0,21.9,32.14,33.04,1000,0,0,0,0
86.691,14.6,0,1.4,0,92,0,5,33,235.13,21,21.3,29.9,99,2673.1,2175.8,4336,136,0,13.9,-2,-2,-2,-2,-2,-2,-46,63,92.2,1,0,0.1,0,0,0,0,0,0,21.4,31.66,32.39,1000,0,0,0,0
86.771,14.6,0,1.3,0,92,0,5,33,235.13,21,21.1,29.6,99,2675.4,2175.8,4316,135,0,13.8,-2,-2,-2,-2,-2,-2,-46,63,92.3,1,0,0.1,0,0,0,0,0,0,21.1,30.88,31.8,1000,0,0,0,0
86.851,14.6,0,1.3,0,92,0,5,33,235.13,20.2,20.6,28.9,99,2677.2,2175.8,4294,135,0,13.7,-2,-2,-2,-2,-2,-2,-46,63,92.5,1,0,0.1,0,0,0,0,0,0,20.6,29.99,31.09,1000,0,0,0,0
86.932,14.6,0,1.3,0,92,0,5,33,235.13,20.2,20.2,28.1,99,2677.8,2175.8,4288,134,0,13.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-46,63,92.5,1,0,0.1,0,0,0,0,0,0,20.4,29.67,30.53,1000,0,0,0,0
87.012,14.6,0,1.3,0,91,0,5,33,235.13,20.2,19.9,28,99,2680.4,2175.8,4262,134,0,13.4,-2,-2,-2,-2,-2,-2,-46,63,92.9,1,0,0.1,0,0,0,0,0,0,20.4,29.3,29.91,1000,0,0,0,0
87.091,14.6,0,1.3,0,91,0,5,33,235.13,19.5,19.7,27.5,99,2681.5,2175.8,4248,133,0,13.3,-2,-2,-2,-2,-2,-2,-46,63,94.4,1,0,0.1,0,0,0,0,0,0,19.2,28.06,29.24,1000,0,0,0,0
87.191,14.6,0,1.3,0,91,0,5,33,235.13,18.8,18.9,26.2,99,2683.4,2175.8,4216,132,0,12.8,-2,-2,-2,-2,-2,-2,-48,63,96.8,1,0,0.1,0,0,0,0,0,0,18.7,27.34,28.48,1000,0,0,0,0
87.272,14.6,0,1.3,0,91,0,5,33,235.13,18.8,18.7,25.4,99,2685.2,2175.8,4202,132,0,12.6,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-48,63,97.7,1,0,0.1,0,0,0,0,0,0,18.9,26.99,27.71,1000,0,0,0,0
87.352,14.6,0,1.3,0,91,0,5,33,235.13,18.8,18.5,25.5,99,2686.2,2175.8,4184,131,0,12.6,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-47,63,98.9,1,0,0.1,0,0,0,0,0,0,18.3,26.34,27.14,1000,0,0,0,0
87.432,14.6,0,1.4,0,91,0,5,33,235.13,18,18.1,24.6,99,2687.6,2175.8,4168,131,0,12.4,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-48,63,100,1,0,0.1,0,0,0,0,0,0,18.1,25.68,26.54,1000,0,0,0,0
87.512,14.6,0,1.4,0,91,0,5,33,235.13,18,17.7,24.3,99,2689.6,2175.8,4140,130,0,11.9,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-48,63,100,1,0,0.1,0,0,0,0,0,0,17.5,25.03,25.91,1000,0,0,0,0
87.592,14.6,0,1.4,0,91,0,5,33,233.49,17.2,17.5,23.4,99,2690.7,2175.8,4134,129,0,11.8,-1,-1,-1,-1,-1,-1,-48,63,100,1,0,0.1,0,0,0,0,0,0,17.8,24.59,25.35,1000,0,0,0,0
87.672,14.6,0,1.4,0,91,0,5,33,233.49,17.2,17.1,23.3,99,2692.1,2175.8,4110,129,0,11.6,-1,-1,-1,-1,-1,-1,-48,63,100,1,0,0.1,0,0,0,0,0,0,17.2,24.05,24.77,1000,0,0,0,0
87.756,14.6,0,1.4,0,91,0,5,33,235.13,16.5,16.8,22.5,99,2694.2,2175.8,4100,128,0,11.4,-1,-1,-1,-1,-1,-1,-48,63,100,1,0,0.1,0,0,0,0,0,0,16.7,23.33,24.21,1000,0,0,0,0
87.844,14.6,0,1.4,0,91,0,5,33,235.13,15.8,16.3,21.5,99,2695.3,2175.8,4072,128,0,11.1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-48,63,100,1,0,0.1,0,0,0,0,0,0,16.1,22.56,23.54,1000,0,0,0,0
87.932,14.6,0,1.4,0,91,0,5,33,235.13,15.8,16,21.1,99,2698,2175.8,4059,127,0,10.8,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-49,63,100,1,0,0.1,0,0,0,0,0,0,16.2,21.97,22.85,1000,0,0,0,0
88.011,14.6,0,1.4,0,91,0,5,33,235.13,15.8,15.6,20.8,99,2698.9,2175.8,4044,127,0,10.6,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-49,63,100,1,0,0.1,0,0,0,0,0,0,15.9,21.68,22.34,1000,0,0,0,0
88.092,14.6,0,1.3,0,91,0,5,33,233.49,15,15.4,20.2,99,2700.3,2175.8,4026,126,0,10.6,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-49,63,100,1,0,0.1,0,0,0,0,0,0,15.6,21.1,21.84,1000,0,0,0,0
88.172,14.6,0,1.3,0,91,0,5,33,235.13,15,15.1,19.5,99,2702.5,2175.8,4003,126,0,10.4,0,0,0,0,0,0,-50,63,100,1,0,0.1,0,0,0,0,0,0,15.1,20.44,21.29,1000,0,0,0,0
88.251,14.6,0,1.3,0,91,0,5,33,235.13,14.2,14.7,19.2,99,2703.7,2175.8,3997,125,0,10.1,-1,-1,-1,-1,-1,-1,-49,63,100,1,0,0,0,0,0,0,0,0,15,20.19,20.81,1000,0,0,0,0
88.332,14.6,0,1.3,0,91,0,5,33,235.13,14.2,14.4,18.6,99,2703.8,2175.8,3972,124,0,10,-1,-1,-1,-1,-1,-1,-50,63,100,1,0,0,0,0,0,0,0,0,14.3,19.39,20.25,1000,0,0,0,0
88.411,14.6,0,1.3,0,90,0,5,33,235.13,14.2,14,18.3,99,2705.8,2175.8,3948,124,0,9.7,-1,-1,-1,-1,-1,-1,-49,63,100,1,0,0,0,0,0,0,0,0,13.9,18.44,19.62,1000,0,0,0,0
88.492,14.6,0,1.2,0,90,0,5,33,235.13,13.5,13.4,17.4,99,2707.7,2175.8,3926,123,0,9.4,0,0,0,0,0,0,-49,63,100,1,0,0,0,0,0,0,0,0,13.7,18.15,19.02,1000,0,0,0,0
88.572,14.6,0,1.2,0,90,0,5,33,235.13,13.5,13.3,17.2,99,2708.7,2175.8,3922,123,0,9.4,0,0,0,0,0,0,-49,63,100,1,0,0,0,0,0,0,0,0,13.4,17.8,18.53,1000,0,0,0,0
88.651,14.6,0,1.2,0,90,0,5,33,235.13,12.8,13,16.4,99,2711.1,2175.8,3903,122,0,9.4,0,0,0,0,0,0,-49,63,100,1,0,0,0,0,0,0,0,0,13.1,17.29,18.04,1000,0,0,0,0
88.732,14.6,0,1.2,0,90,0,5,33,226.97,12,12.7,15.9,99,2712.2,2175.8,3884,122,0,9.1,0.5,0.5,0.5,0.5,0.5,0.5,-49,63,100,1,0,0,0,0,0,0,0,0,12.5,16.74,17.51,1000,0,0,0,0
88.812,14.6,0,1.2,0,90,0,5,33,233.49,12,12.5,15.6,99,2713.3,2175.8,3872,121,0,8.9,0.5,0.5,0.5,0.5,0.5,0.5,-49,63,100,1,0,0,0,0,0,0,0,0,12.5,16.65,17.12,1000,0,0,0,0
88.893,14.6,0,1.2,0,90,0,5,33,235.13,12,12.5,15.6,99,2715.2,2175.8,3857,121,0,8.9,0.5,0.5,0.5,0.5,0.5,0.5,-49,63,100,1,0,0,0,0,0,0,0,0,12.6,16.62,16.87,1000,0,0,0,0
88.972,14.6,0,1.1,0,90,0,5,33,235.13,12,12.5,15.6,99,2716.2,2175.8,3848,121,0,8.9,0.5,0.5,0.5,0.5,0.5,0.5,-49,63,100,1,0,0,0,0,0,0,0,0,12.6,16.56,16.69,1000,0,0,0,0
89.052,14.6,0,1.1,0,90,0,5,33,235.13,12,12.5,15.6,99,2717.2,2175.8,3830,120,0,9,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.7,16.48,16.56,1000,0,0,0,0
89.132,14.6,0,1.1,0,90,0,5,33,231.86,12,12.5,15.6,99,2719.4,2175.8,3820,120,0,9.1,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.7,16.44,16.46,1000,0,0,0,0
89.212,14.6,0,1.1,0,90,0,5,33,235.13,12,12.5,15.6,99,2720.7,2175.8,3807,119,0,9.1,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.8,16.38,16.37,1000,0,0,0,0
89.304,14.6,0,1.1,0,90,0,5,33,235.13,12.8,12.5,15.6,99,2721.5,2175.8,3781,119,0,9.2,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.8,16.32,16.29,1000,0,0,0,0
89.391,14.6,0,1,0,90,0,5,33,235.13,12.8,12.5,15.6,99,2722.5,2175.8,3772,118,0,9.2,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.6,16.24,16.21,1000,0,0,0,0
89.472,14.6,0,1,0,90,0,5,33,235.13,12,12.5,15.2,99,2724.4,2175.8,3756,118,0,9.2,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.5,16.18,16.14,1000,0,0,0,0
89.553,14.6,0,1,0,90,0,5,33,226.97,12,12.5,15.1,99,2725.6,2175.8,3740,118,0,9.2,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.6,16.12,16.08,1000,0,0,0,0
89.632,14.6,0,1,0,89,0,5,33,235.13,12,12.5,15.1,99,2727.1,2175.8,3734,117,0,9.2,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.6,16.06,16.02,1000,0,0,0,0
89.713,14.6,0,1,0,89,0,5,34,225.34,12,12.5,15.1,99,2728.7,2175.8,3711,116,0,9.2,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.7,16,15.96,1000,0,0,0,0
89.793,14.6,0,1,0,89,0,5,34,225.34,12,12.5,15.1,99,2730.8,2175.8,3713,116,0,9.3,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.6,15.95,15.9,1000,0,0,0,0
89.871,14.6,0,1,0,89,0,5,34,228.6,12,12.5,14.9,100,2732.2,2175.8,3682,116,0,9.4,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.6,15.87,15.85,1000,0,0,0,0
89.952,14.6,0,1,0,89,0,5,34,235.13,12,12.5,14.9,100,2733.5,2175.8,3675,115,0,9.4,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.6,15.82,15.78,1000,0,0,0,0
90.031,14.6,0,0.9,0,89,0,5,34,235.13,12,12.5,14.9,100,2733.9,2175.8,3662,115,0,9.4,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.7,15.76,15.72,1000,0,0,0,0
90.111,14.6,0,1,0,89,0,5,34,231.86,12,12.5,14.9,100,2735,2175.8,3650,114,0,9.4,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.7,15.69,15.66,1000,0,0,0,0
90.192,14.6,0,1,0,89,0,5,34,228.6,12,12.5,14.9,100,2737.3,2175.8,3630,114,0,9.4,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.7,15.63,15.6,1000,0,0,0,0
90.271,14.6,0,1,0,89,0,5,34,235.13,12.8,12.5,14.9,100,2737.9,2175.8,3616,113,0,9.3,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.8,15.59,15.54,1000,0,0,0,0
90.352,14.6,0,1,0,89,0,5,34,233.49,12.8,12.5,14.9,100,2738.5,2175.8,3614,113,0,9.3,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.7,15.54,15.49,1000,0,0,0,0
90.432,14.6,0,0.9,0,89,0,5,34,235.13,12,12.5,14.5,100,2740.5,2175.8,3594,113,0,9.3,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.5,15.44,15.42,1000,0,0,0,0
90.512,14.6,0,0.9,0,89,0,5,34,235.13,12,12.5,14.4,100,2741.9,2175.8,3580,112,0,9.4,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.5,15.37,15.36,1000,0,0,0,0
90.597,14.6,0,0.9,0,89,0,5,34,235.13,12,12.4,14.4,100,2743.1,2175.8,3566,112,0,9.3,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.5,15.32,15.29,1000,0,0,0,0
90.684,14.6,0,0.9,0,89,0,5,34,231.86,12,12.4,14.3,100,2744.6,2175.8,3554,111,0,9.4,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.4,15.27,15.24,1000,0,0,0,0
90.761,14.6,0,0.9,0,88,0,5,34,235.13,12,12.4,14.2,100,2746.7,2175.8,3546,111,0,9.4,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.4,15.18,15.17,1000,0,0,0,0
90.844,14.6,0,0.9,0,88,0,5,34,235.13,12,12.4,14.1,100,2747,2175.8,3522,111,0,9.4,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.4,15.13,15.12,1000,0,0,0,0
90.932,14.6,0,0.9,0,88,0,5,34,235.13,12,12.4,14.1,100,2749.3,2175.8,3514,110,0,9.4,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.5,15.06,15.04,1000,0,0,0,0
91.011,14.6,0,0.9,0,88,0,5,34,235.13,12,12.4,14.1,100,2750.4,2175.8,3492,109,0,9.3,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.6,15.01,14.98,1000,0,0,0,0
91.092,14.6,0,0.9,0,88,0,5,34,235.13,12,12.4,14.1,100,2750.9,2175.8,3484,109,0,9.3,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.6,14.93,14.91,1000,0,0,0,0
91.172,14.6,0,0.9,0,88,0,5,34,235.13,12,12.4,14.1,100,2752.7,2175.8,3474,109,0,9.3,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.6,14.88,14.84,1000,0,0,0,0
91.255,14.6,0,0.9,0,88,0,5,34,235.13,12,12.4,14.1,100,2754.6,2175.8,3466,108,0,9.3,0,0,0,0,0,0,-48,63,100,1,0,0,0,0,0,0,0,0,12.7,14.83,14.79,1000,0,0,0,0
91.344,14.6,0,0.9,0,88,0,5,34,235.13,12,12.4,14.1,100,2755.6,2175.8,3442,108,0,9.3,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-48,63,100,1,0,0,0,0,0,0,0,0,12.7,14.78,14.73,1000,0,0,0,0
91.424,14.6,0,0.9,0,88,0,5,34,235.13,12,12.4,14.1,100,2755.7,2175.8,3436,108,0,9.3,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-48,63,100,1,0,0,0,0,0,0,0,0,12.7,14.72,14.68,1000,0,0,0,0
91.504,14.6,0,0.9,0,88,0,5,34,235.13,12.8,12.4,14.1,100,2756.7,2175.8,3418,107,0,9.2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-48,63,100,1,0,0,0,0,0,0,0,0,12.8,14.65,14.62,1000,0,0,0,0
91.584,14.6,0,0.9,0,88,0,5,34,235.13,12,12.4,13.7,100,2759,2175.8,3412,107,0,9.3,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-48,63,100,1,0,0,0,0,0,0,0,0,12.4,14.57,14.56,1000,0,0,0,0
91.661,14.6,0,0.9,0,88,0,5,34,235.13,12,12.4,13.6,100,2760.1,2175.8,3401,106,0,9.3,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-47,63,100,1,0,0,0,0,0,0,0,0,12.4,14.52,14.5,1000,0,0,0,0
