Time,Amb pressure (PSI),Accel Ped. Pos. (%),Boost (PSI),Boost target (PSI),Coolant (*C),Exhaust flap status,Gear (-),IAT (*C),Lambda bank 1 (AFR),Load act. (%),Load req. (%),MAF (g/s),Oil temp (*C),Rail pressure mean (PSI),Rail pressure req. (PSI),RPM (rpm),Speed (km/h),STFT 1 (%),Throttle Position (*),Timing Cyl. 1,Timing Cyl. 2 (*),Timing Cyl. 3 (*),Timing Cyl. 4 (*),Timing Cyl. 5 (*),Timing Cyl. 6 (*),Torque act. clutch (Nm),Transmission temp (*C),WGDC (%),Boost setpoint factor,Boost target RAM (PSI),Compressor after P-D (kW),Cyl1 Timing Cor (*),Cyl2 Timing Cor (*),Cyl3 Timing Cor (*),Cyl4 Timing Cor (*),Cyl5 Timing Cor (*),Cyl6 Timing Cor (*),Load actual RAM,MAF REQ (P corr.) (g/s),MAF req. WGDC (g/s),Mdk_max_gs (NM),Torque lim. 1 (-),Torque lim. 2 (-),Torque lim. 3 (-),MHD version 3.87 000021571DAA01 v1.08 stg2 plus 93_98
23.379,14.62,23.9,1,0.2,88,0,6,32,14.88,48.8,49.5,24,94,2710.9,2704.5,1516,89,-2.1,15,20,20,20,20,20,20,136,62,93.8,1.02,0.2,0.1,0,0,0,0,0,0,49,25.91,25.68,1000,0,0,0,0
23.460,14.62,23.9,0.9,0.2,88,0,6,32,14.84,48.8,49.5,24,94,2701,2704.5,1517,89,-1.8,15.1,20,20,20,20,20,20,136,62,93.8,1.02,0.2,0.1,0,0,0,0,0,0,49,25.95,25.72,1000,0,0,0,0
23.548,14.62,23.9,1,0.2,88,0,6,32,14.86,48.8,49.5,24,94,2704.2,2704.5,1522,89,-1.4,15.1,20,20,20,20,20,20,136,62,93.8,1.02,0.2,0.1,0,0,0,0,0,0,49,25.97,25.77,1000,0,0,0,0
23.627,14.62,23.9,0.9,0.2,88,0,6,32,14.86,48.8,49.5,24,94,2695.8,2704.7,1520,89,0.3,15.3,20,20,20,20,20,20,136,62,93.8,1.02,0.2,0.1,0,0,0,0,0,0,49,25.99,25.78,1000,0,0,0,0
23.707,14.62,23.9,1,0.3,88,0,6,32,14.82,48.8,49.5,24,94,2706.8,2704.7,1522,89,1.4,15.3,20,20,20,20,20,20,136,62,93.8,1.02,0.2,0.1,0,0,0,0,0,0,48.9,26.02,25.81,1000,0,0,0,0
23.799,14.62,23.9,1,0.3,88,0,6,32,14.74,48.8,49.5,24,94,2708.3,2704.5,1522,89,1.7,15.3,20,20,20,20,20,20,136,62,93.8,1.02,0.2,0.1,0,0,0,0,0,0,48.9,25.47,25.52,1000,0,0,0,0
23.888,14.62,23.5,1,0.1,88,0,6,32,14.61,48,47.5,23.6,94,2700.8,2693,1522,89,2,14.3,20,20,20,20,20,20,136,62,93.8,1.01,0.1,0.1,0,0,0,0,0,0,47.8,24.95,25.03,1000,0,0,0,0
23.968,14.62,23.5,1,0.1,88,0,6,32,14.56,47.2,47.4,23.3,94,2693.7,2681.8,1518,89,1.4,14.1,20,20,20,20,20,20,132,62,93.8,1.01,0.1,0.1,0,0,0,0,0,0,47.7,24.88,24.81,1000,0,0,0,0
24.048,14.62,23.5,1,0.1,88,0,6,32,14.55,47.2,47.5,23.3,94,2677.5,2675.1,1522,89,1.5,14.2,20,20,20,20,20,20,132,62,93.8,1.01,0,0.1,0,0,0,0,0,0,47.6,25.05,24.75,1000,0,0,0,0
24.127,14.62,23.5,1,0.1,88,0,6,32,14.5,47.2,47.5,23.4,94,2666.7,2671.5,1529,89,1.2,14.3,20,20,20,20,20,20,132,62,93.8,1.01,0.1,0.1,0,0,0,0,0,0,47.7,25.1,24.82,1000,0,0,0,0
24.219,14.62,23.5,1,0,88,0,6,32,14.4,47.2,47.4,23.4,94,2671.2,2669.6,1524,89,0.5,14.3,20,20,20,20,20,20,132,62,93.8,1.01,0,0.1,0,0,0,0,0,0,47.8,24.99,24.78,1000,0,0,0,0
24.300,14.62,23.5,1,0,88,0,6,32,14.36,47.2,47.4,23.4,94,2663,2667.8,1522,89,0,14.3,20,20,20,20,20,20,133,62,93.8,1.01,0,0.1,0,0,0,0,0,0,47.8,24.94,24.73,1000,0,0,0,0
24.381,14.62,23.5,1,0,88,0,6,32,14.36,47.2,47.4,23.5,94,2669.2,2666.5,1522,89,-0.3,14.3,20,20,20,20,20,20,134,62,93.8,1,0,0.1,0,0,0,0,0,0,47.9,24.94,24.72,1000,0,0,0,0
24.469,14.62,23.5,1,0,88,0,6,32,14.36,47.2,47.4,23.4,94,2662,2665.8,1522,89,-0.9,14.1,20,20,20,20,20,20,134,62,93.8,1,0,0.1,0,0,0,0,0,0,47.8,24.85,24.68,1000,0,0,0,0
24.556,14.62,23.5,1,0,88,0,6,32,14.41,47.2,47.4,23.3,94,2660.6,2665.1,1524,89,-1.2,14,20,20,20,20,20,20,134,62,93.8,1,0,0.1,0,0,0,0,0,0,47.5,24.85,24.66,1000,0,0,0,0
24.637,14.62,23.5,1,0,88,0,6,32,14.4,47.2,47.3,23.3,94,2665.4,2664.6,1528,89,-1.8,14,20,20,20,20,20,20,132,62,93.8,1,0,0.1,0,0,0,0,0,0,47.4,24.88,24.69,1000,0,0,0,0
24.720,14.62,23.1,1,0,88,0,6,32,14.44,47.2,47.3,23.3,94,2659.9,2664.6,1524,89,-2,14,20,20,20,20,20,20,132,62,93.8,1,0,0.1,0,0,0,0,0,0,47,24.42,24.53,1000,0,0,0,0
24.808,14.62,22.4,1,0,88,0,6,32,14.51,45,44.6,22.2,94,2669,2654,1522,89,-2.2,13.2,20,20,20,20,20,20,131,62,93.8,1,0,0.1,0,0,0,0,0,0,44.3,23.31,23.71,1000,0,0,0,0
24.888,14.62,21.6,1,0,88,0,6,32,14.58,43.5,43.6,21.3,94,2650.9,2636.2,1502,89,-2.2,12.5,20,20,20,20,20,20,124,62,93.9,1,0,0.1,0,0,0,0,0,0,43,22.2,22.78,1000,0,0,0,0
24.968,14.62,21.6,1,0,88,0,6,32,14.74,42.8,42.8,20.7,94,2632.4,2614.7,1498,89,-1.7,12,20,20,20,20,20,20,120,62,93.9,1,0,0.1,0,0,0,0,0,0,42.9,22.14,22.26,1000,0,0,0,0
25.060,14.62,21.6,1,0,88,0,6,32,14.76,42.8,42.9,20.7,94,2609.6,2600.9,1498,89,-1.6,12,19.5,19.5,19.5,19.5,19.5,19.5,117,62,93.9,1,0,0.1,0,0,0,0,0,0,43,22.16,22.06,1000,0,0,0,0
25.160,14.62,21.6,0.9,0,88,0,6,32,14.62,42.8,42.8,20.8,94,2592.8,2590.4,1496,89,-2,12,19.5,19.5,19.5,19.5,19.5,19.5,118,62,93.9,1,0,0.1,0,0,0,0,0,0,43.2,22.13,21.98,1000,0,0,0,0
25.240,14.62,21.6,0.9,0,88,0,6,32,14.56,42.8,42.8,20.8,94,2585.1,2584.2,1494,89,-2.3,12,19.5,19.5,19.5,19.5,19.5,19.5,118,62,93.9,1,0,0.1,0,0,0,0,0,0,43.3,22.08,21.9,1000,0,0,0,0
25.320,14.62,21.6,0.9,0,87,0,6,32,14.51,42.8,42.8,20.9,94,2574.4,2580.7,1494,89,-2.6,12,19.5,19.5,19.5,19.5,19.5,19.5,119,62,93.9,1,0,0.1,0,0,0,0,0,0,43.4,22.15,21.89,1000,0,0,0,0
25.400,14.62,21.6,0.9,0,87,0,6,32,14.52,43.5,42.8,20.9,94,2571.9,2578.8,1493,89,-2.7,12,19.5,19.5,19.5,19.5,19.5,19.5,119,62,94,1,0,0.1,0,0,0,0,0,0,43.6,22.09,21.87,1000,0,0,0,0
25.489,14.62,21.6,0.9,0,87,0,6,32,14.51,43.5,42.8,21,94,2570.8,2577.6,1492,89,-2.9,12,19.5,19.5,19.5,19.5,19.5,19.5,120,62,94,1,0,0.1,0,0,0,0,0,0,43.7,22.11,21.87,1000,0,0,0,0
25.569,14.62,21.6,0.9,0,87,0,6,32,14.53,43.5,42.8,21,94,2569.5,2576.8,1491,89,-3,12.1,19.5,19.5,19.5,19.5,19.5,19.5,120,62,94,1,0,0.1,0,0,0,0,0,0,43.7,22.08,21.86,1000,0,0,0,0
25.648,14.62,21.6,0.9,0,87,0,6,32,14.52,42.8,42.8,20.9,94,2579.8,2576.3,1490,89,-3.4,12.1,19.5,19.5,19.5,19.5,19.5,19.5,120,62,94,1,0,0.1,0,0,0,0,0,0,43.5,22.01,21.84,1000,0,0,0,0
25.728,14.62,21.6,0.8,0,87,0,6,32,14.55,42.8,42.8,20.8,94,2580.7,2575.7,1490,89,-3.5,12.1,19.5,19.5,19.5,19.5,19.5,19.5,119,62,94,1,0,0.1,0,0,0,0,0,0,43.3,22.02,21.83,1000,0,0,0,0
25.808,14.62,21.6,0.8,0,87,0,6,32,14.55,42.8,42.8,20.7,94,2570.7,2575.4,1490,89,-3.7,12.1,19.5,19.5,19.5,19.5,19.5,19.5,118,62,94,1,0,0.1,0,0,0,0,0,0,43.2,22.03,21.82,1000,0,0,0,0
25.888,14.62,21.6,0.8,0,87,0,6,32,14.56,42.8,42.8,20.7,94,2578.6,2575.2,1490,89,-3.9,12.1,19.5,19.5,19.5,19.5,19.5,19.5,118,62,94,1,0,0.1,0,0,0,0,0,0,43.2,22.03,21.82,1000,0,0,0,0
25.968,14.62,21.6,0.8,0,87,0,6,32,14.59,42.8,42.8,20.7,94,2575.3,2575.1,1491,89,-4,12.2,19.5,19.5,19.5,19.5,19.5,19.5,118,62,94,1,0,0.1,0,0,0,0,0,0,43.2,22.04,21.83,1000,0,0,0,0
26.048,14.62,21.6,0.8,0,87,0,6,32,14.62,42.8,42.8,20.8,94,2574.6,2574.9,1490,89,-4,12.3,19.5,19.5,19.5,19.5,19.5,19.5,118,62,94,1,0,0.1,0,0,0,0,0,0,43.2,22.02,21.82,1000,0,0,0,0
26.128,14.62,21.6,0.8,0,87,0,6,32,14.64,42.8,42.8,20.7,94,2573.6,2574.7,1491,89,-4,12.3,19.5,19.5,19.5,19.5,19.5,19.5,118,62,94,1,0,0.1,0,0,0,0,0,0,42.9,22.03,21.83,1000,0,0,0,0
26.228,14.62,21.6,0.8,0,87,0,6,32,14.64,42.8,42.8,20.6,94,2581.7,2574.7,1490,89,-3.9,12.3,19.5,19.5,19.5,19.5,19.5,19.5,118,62,94,1,0,0.1,0,0,0,0,0,0,42.9,22.02,21.84,1000,0,0,0,0
26.308,14.62,21.6,0.8,0,87,0,6,32,14.67,42.8,42.8,20.6,94,2575.7,2574.6,1496,89,-3.8,12.4,19.5,19.5,19.5,19.5,19.5,19.5,117,62,93.9,1,0,0.1,0,0,0,0,0,0,42.9,22.01,21.84,1000,0,0,0,0
26.388,14.62,21.6,0.8,0,87,0,6,32,14.66,42.8,42.8,20.6,94,2570.3,2574.6,1496,89,-3.8,12.4,19.5,19.5,19.5,19.5,19.5,19.5,117,62,93.9,1,0,0.1,0,0,0,0,0,0,42.8,21.68,21.73,1000,0,0,0,0
26.467,14.62,21.6,0.8,0,87,0,6,32,14.65,42.8,42.1,20.6,94,2572.1,2571.2,1494,89,-3.9,12.4,19.5,19.5,19.5,19.5,19.5,19.5,117,62,94,1,0,0.1,0,0,0,0,0,0,42.8,21.69,21.59,1000,0,0,0,0
26.548,14.62,21.6,0.8,0,87,0,6,32,14.75,42,42.1,20.6,94,2573.2,2568,1497,89,-3.3,12.3,19.5,19.5,19.5,19.5,19.5,19.5,117,62,94,1,0,0.1,0,0,0,0,0,0,42.8,21.68,21.53,1000,0,0,0,0
26.658,14.62,21.6,0.7,0,87,0,6,32,14.73,42,42.1,20.5,94,2563.3,2565.9,1498,89,-3.3,12.2,19.5,19.5,19.5,19.5,19.5,19.5,117,62,94,1,0,0.1,0,0,0,0,0,0,41.7,21.33,21.38,1000,0,0,0,0
26.737,14.62,20.8,0.8,0,87,0,6,32,14.72,40.5,40.8,19.7,94,2565.1,2558.3,1490,89,-3.3,11.7,19.5,19.5,19.5,19.5,19.5,19.5,114,62,94,1,0,0.1,0,0,0,0,0,0,41,20.87,21,1000,0,0,0,0
26.818,14.62,20.8,0.7,0,86,0,6,32,14.71,40.5,40.8,19.6,94,2552.7,2550.4,1488,89,-3.2,11.7,19.5,19.5,19.5,19.5,19.5,19.5,110,62,94,1,0,0,0,0,0,0,0,0,40.9,20.96,20.85,1000,0,0,0,0
26.897,14.62,20.8,0.7,0,86,0,6,32,14.61,40.5,40.8,19.6,94,2536.1,2545.3,1490,89,-3.6,11.7,19.5,19.5,19.5,19.5,19.5,19.5,110,62,94,1,0,0,0,0,0,0,0,0,40.9,20.93,20.81,1000,0,0,0,0
26.978,14.62,20.8,0.7,0,86,0,6,32,14.58,40.5,40.7,19.6,94,2534,2541.9,1492,89,-3.8,11.7,19.5,19.5,19.5,19.5,19.5,19.5,110,62,94,1,0,0,0,0,0,0,0,0,40.8,20.98,20.8,1000,0,0,0,0
27.059,14.62,20.4,0.7,0,86,0,6,32,14.57,40.5,40.1,19.5,94,2540.8,2539.3,1492,89,-3.8,11.6,19.5,19.5,19.5,19.5,19.5,19.5,110,62,94,1,0,0,0,0,0,0,0,0,40,20.61,20.61,1000,0,0,0,0
27.139,14.62,20.4,0.7,0,86,0,6,32,14.53,39.8,40,19.2,94,2534.2,2533.7,1490,89,-4.1,11.7,19.5,19.5,19.5,19.5,19.5,19.5,108,62,94,1,0,0,0,0,0,0,0,0,40.2,20.58,20.49,1000,0,0,0,0
27.221,14.62,20.4,0.7,0,86,0,6,32,14.49,39.8,40.1,19.2,94,2529.3,2530,1490,89,-4.4,11.6,19.5,19.5,19.5,19.5,19.5,19.5,107,62,94,1,0,0,0,0,0,0,0,0,39.8,20.61,20.46,1000,0,0,0,0
27.308,14.62,20.4,0.7,0,86,0,6,32,14.47,39.8,40.1,19.1,94,2529.7,2527.5,1492,89,-4.7,11.6,19.5,19.5,19.5,19.5,19.5,19.5,106,62,94,1,0,0,0,0,0,0,0,0,39.8,20.52,20.43,1000,0,0,0,0
27.395,14.62,20.4,0.7,0,86,0,6,32,14.45,39,40.1,19.1,94,2521.5,2525.9,1492,89,-5.1,11.6,19.5,19.5,19.5,19.5,19.5,19.5,106,62,94,1,0,0,0,0,0,0,0,0,39.7,20.57,20.44,1000,0,0,0,0
27.488,14.62,20.4,0.7,0,86,0,6,32,14.51,39,40.1,19.1,94,2520.8,2525,1492,89,-5,11.6,19.5,19.5,19.5,19.5,19.5,19.5,106,62,94,1,0,0,0,0,0,0,0,0,39.6,20.61,20.44,1000,0,0,0,0
27.568,14.62,20.4,0.7,0,86,0,6,32,14.51,39,40.1,19,94,2525.3,2524.3,1490,89,-5.4,11.6,19.5,19.5,19.5,19.5,19.5,19.5,106,62,94,1,0,0,0,0,0,0,0,0,39.6,20.56,20.43,1000,0,0,0,0
27.648,14.62,20.4,0.6,0,86,0,6,32,14.56,39,40,19,94,2521.7,2523.8,1488,89,-5.3,11.6,19.5,19.5,19.5,19.5,19.5,19.5,106,62,94,1,0,0,0,0,0,0,0,0,39.7,20.56,20.41,1000,0,0,0,0
27.728,14.62,20.4,0.6,0,86,0,6,32,14.57,39,40.1,19,94,2522.2,2523.5,1488,89,-5.5,11.7,19.5,19.5,19.5,19.5,19.5,19.5,106,62,94,1,0,0,0,0,0,0,0,0,39.7,20.56,20.41,1000,0,0,0,0
27.808,14.62,20.4,0.6,0,86,0,6,32,14.56,39,40.1,19,94,2527.1,2523.4,1487,89,-5.7,11.8,19.5,19.5,19.5,19.5,19.5,19.5,106,62,94,1,0,0,0,0,0,0,0,0,39.6,20.56,20.4,1000,0,0,0,0
27.888,14.62,20.4,0.6,0,86,0,6,32,14.57,39.8,40.1,19.1,94,2520.2,2523.2,1488,89,-5.8,11.8,19.5,19.5,19.5,19.5,19.5,19.5,106,62,94,1,0,0,0,0,0,0,0,0,39.8,20.62,20.42,1000,0,0,0,0
27.968,14.62,20.8,0.6,0,86,0,6,32,14.59,40.5,40.8,19.6,94,2515.3,2529.2,1490,89,-5.9,11.9,19.5,19.5,19.5,19.5,19.5,19.5,106,62,94,1,0,0,0,0,0,0,0,0,40.6,20.94,20.63,1000,0,0,0,0
28.048,14.62,20.8,0.6,0,86,0,6,32,14.61,40.5,40.7,19.5,94,2529.2,2534.5,1490,89,-5.8,12,19.5,19.5,19.5,19.5,19.5,19.5,108,62,94,1,0,0,0,0,0,0,0,0,40.4,20.96,20.72,1000,0,0,0,0
28.128,14.62,20.8,0.6,0,86,0,6,32,14.59,39.8,40.7,19.4,94,2539.8,2534.8,1488,89,-6,12,19.5,19.5,19.5,19.5,19.5,19.5,108,62,94,1,0,0,0,0,0,0,0,0,40.5,20.95,20.75,1000,0,0,0,0
28.208,14.62,20.8,0.6,0,86,0,6,32,14.61,39.8,40.8,19.4,94,2530.8,2535.1,1488,89,-6.1,12,19.5,19.5,19.5,19.5,19.5,19.5,108,62,94,1,0,0,0,0,0,0,0,0,40.4,20.98,20.77,1000,0,0,0,0
28.288,14.62,20.8,0.6,0,86,0,6,32,14.59,39.8,40.8,19.4,94,2531.9,2536.2,1489,89,-6.2,12,19.5,19.5,19.5,19.5,19.5,19.5,107,62,94,1,0,0,0,0,0,0,0,0,40.4,20.97,20.79,1000,0,0,0,0
28.369,14.62,20.8,0.6,0,86,0,6,32,14.61,39.8,40.8,19.4,94,2534.3,2536.8,1488,89,-6.2,12,19.5,19.5,19.5,19.5,19.5,19.5,106,62,94,1,0,0,0,0,0,0,0,0,40.4,20.98,20.8,1000,0,0,0,0
28.452,14.62,20.8,0.6,0,86,0,6,32,14.62,39.8,40.8,19.4,94,2531.8,2537.1,1490,89,-6.1,12,19.5,19.5,19.5,19.5,19.5,19.5,106,62,94,1,0,0,0,0,0,0,0,0,40.5,21.03,20.81,1000,0,0,0,0
28.552,14.62,20.8,0.6,0,86,0,6,32,14.67,39.8,40.9,19.4,94,2537.7,2537.9,1489,89,-5.9,12.1,19.5,19.5,19.5,19.5,19.5,19.5,106,62,94,1,0,0,0,0,0,0,0,0,40.4,21,20.83,1000,0,0,0,0
28.640,14.62,20.8,0.6,0,86,0,6,32,14.68,39.8,40.9,19.3,94,2542.4,2537.9,1492,89,-5.8,12.2,19.5,19.5,19.5,19.5,19.5,19.5,106,62,94.1,1,0,0,0,0,0,0,0,0,40.4,20.96,20.83,1000,0,0,0,0
28.720,14.62,20.8,0.6,0,86,0,6,32,14.67,39.8,40.9,19.3,94,2538.1,2538,1491,89,-5.8,12.2,19.5,19.5,19.5,19.5,19.5,19.5,105,62,94,1,0,0,0,0,0,0,0,0,40.2,20.98,20.84,1000,0,0,0,0
28.798,14.62,20.8,0.6,0,86,0,6,32,14.68,39.8,40.9,19.3,94,2541,2538.6,1492,89,-5.7,12.2,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94,1,0,0,0,0,0,0,0,0,40.1,21,20.86,1000,0,0,0,0
28.884,14.62,20.8,0.6,0,86,0,6,32,14.74,39.8,41,19.3,94,2545.5,2539.1,1492,89,-5.4,12.2,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94.1,1,0,0,0,0,0,0,0,0,40.1,20.99,20.84,1000,0,0,0,0
28.980,14.62,20.8,0.6,0,86,0,6,32,14.72,39.8,40.9,19.3,94,2536.1,2538.9,1494,89,-5.4,12.2,19.5,19.5,19.5,19.5,19.5,19.5,105,62,94,1,0,0,0,0,0,0,0,0,40.1,20.95,20.83,1000,0,0,0,0
29.059,14.62,20.8,0.6,0,86,0,6,32,14.79,39.8,40.9,19.3,94,2536.6,2538.8,1490,89,-4.9,12.2,19.5,19.5,19.5,19.5,19.5,19.5,105,62,94,1,0,0,0,0,0,0,0,0,40.1,20.98,20.81,1000,0,0,0,0
29.138,14.62,20.8,0.6,0,86,0,6,32,14.8,39.8,40.9,19.2,94,2539.8,2538.7,1491,89,-4.7,12.2,19.5,19.5,19.5,19.5,19.5,19.5,105,62,94,1,0,0,0,0,0,0,0,0,40.2,20.95,20.81,1000,0,0,0,0
29.218,14.62,20.8,0.6,0,86,0,6,32,14.78,39.8,40.8,19.2,94,2544.9,2538.7,1490,89,-4.6,12.2,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94,1,0,0,0,0,0,0,0,0,40.1,20.93,20.8,1000,0,0,0,0
29.299,14.62,20.8,0.6,0,86,0,6,32,14.79,39.8,40.9,19.2,94,2536.4,2538.7,1491,89,-4.3,12.2,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94,1,0,0,0,0,0,0,0,0,40.1,20.96,20.81,1000,0,0,0,0
29.380,14.62,20.8,0.6,0,86,0,6,32,14.74,39.8,40.9,19.2,94,2532.7,2538.7,1490,89,-4.4,12.2,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94,1,0,0,0,0,0,0,0,0,40.1,20.95,20.81,1000,0,0,0,0
29.460,14.62,20.8,0.6,0,86,0,6,32,14.7,39.8,40.8,19.2,94,2539.4,2538.5,1490,89,-4.4,12.2,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94,1,0,0,0,0,0,0,0,0,40.1,20.94,20.81,1000,0,0,0,0
29.540,14.62,20.8,0.6,0,86,0,6,32,14.72,39.8,40.8,19.2,94,2538.7,2538.4,1490,89,-4.1,12.2,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94,1,0,0,0,0,0,0,0,0,40.1,20.92,20.8,1000,0,0,0,0
29.640,14.62,20.8,0.6,0,86,0,6,32,14.7,39.8,40.9,19.2,94,2541.1,2538.3,1486,89,-4,12.2,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94,1,0,0,0,0,0,0,0,0,40.2,20.89,20.78,1000,0,0,0,0
29.720,14.62,20.8,0.6,0,86,0,6,32,14.68,39.8,40.9,19.2,94,2536.9,2538,1488,89,-4,12.2,19.5,19.5,19.5,19.5,19.5,19.5,105,62,94,1,0,0,0,0,0,0,0,0,40.2,20.88,20.78,1000,0,0,0,0
29.800,14.62,20.8,0.6,0,86,0,6,32,14.67,39.8,40.9,19.3,94,2541.3,2537.9,1483,89,-3.9,12.2,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94.1,1,0,0,0,0,0,0,0,0,40.2,20.9,20.76,1000,0,0,0,0
29.880,14.62,20.8,0.6,0,86,0,6,32,14.67,39.8,40.9,19.3,94,2539,2537.6,1488,89,-3.9,12.2,19.5,19.5,19.5,19.5,19.5,19.5,105,62,94,1,0,0,0,0,0,0,0,0,40.3,20.92,20.78,1000,0,0,0,0
29.960,14.62,20.8,0.6,0,86,0,6,32,14.65,39.8,40.9,19.3,94,2533.5,2537.5,1486,89,-4,12.2,19.5,19.5,19.5,19.5,19.5,19.5,105,62,94.1,1,0,0,0,0,0,0,0,0,40.3,20.89,20.76,1000,0,0,0,0
30.048,14.62,20.8,0.6,0,86,0,6,32,14.6,39.8,40.9,19.3,94,2539,2537.4,1486,89,-4.3,12.2,19.5,19.5,19.5,19.5,19.5,19.5,105,62,94.1,1,0,0,0,0,0,0,0,0,40.3,20.87,20.76,1000,0,0,0,0
30.147,14.62,20.8,0.6,0,86,0,6,32,14.6,39.8,40.8,19.3,94,2538.1,2537.4,1486,89,-4.3,12.2,19.5,19.5,19.5,19.5,19.5,19.5,106,62,94.1,1,0,0,0,0,0,0,0,0,40.3,20.58,20.64,1000,0,0,0,0
30.229,14.62,20.4,0.6,0,86,0,6,33,14.57,39.8,40.1,19.2,94,2533.7,2533.5,1481,89,-4.5,11.9,19.5,19.5,19.5,19.5,19.5,19.5,106,62,94.1,1,0,0,0,0,0,0,0,0,40.1,20.55,20.46,1000,0,0,0,0
30.307,14.62,20.4,0.6,0,85,0,6,33,14.56,39.8,40.2,19.2,94,2535.8,2530.3,1484,89,-4.6,11.9,19.5,19.5,19.5,19.5,19.5,19.5,105,62,94.1,1,0,0,0,0,0,0,0,0,40.1,20.55,20.42,1000,0,0,0,0
30.388,14.62,20.4,0.6,0,85,0,6,33,14.54,39.8,40.2,19.2,94,2532.5,2528.3,1482,89,-4.7,11.9,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94.1,1,0,0,0,0,0,0,0,0,40.1,20.52,20.38,1000,0,0,0,0
30.468,14.62,20.4,0.6,0,85,0,6,33,14.53,39.8,40.1,19.2,94,2523.4,2527,1484,89,-4.9,11.9,19.5,19.5,19.5,19.5,19.5,19.5,105,62,94.1,1,0,0,0,0,0,0,0,0,40.1,20.57,20.4,1000,0,0,0,0
30.548,14.62,20.4,0.6,0,85,0,6,33,14.5,39.8,40.2,19.2,94,2517.9,2526.1,1485,89,-5.2,12,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94.1,1,0,0,0,0,0,0,0,0,40.1,20.6,20.42,1000,0,0,0,0
30.629,14.62,20.4,0.6,0,85,0,6,33,14.51,39.8,40.2,19.2,94,2525.5,2525.5,1484,89,-5.2,12,19.5,19.5,19.5,19.5,19.5,19.5,105,62,94.1,1,0,0,0,0,0,0,0,0,40.2,20.61,20.42,1000,0,0,0,0
30.707,14.62,20,0.6,0,85,0,6,33,14.54,39.8,40.2,19.3,94,2528.6,2525.1,1482,89,-5.2,12,19.5,19.5,19.5,19.5,19.5,19.5,105,62,94.1,1,0,0,0,0,0,0,0,0,40.2,20.23,20.29,1000,0,0,0,0
30.800,14.62,19.6,0.6,0,85,0,6,33,14.55,39,39.5,18.8,94,2522.6,2521.4,1480,89,-5.3,11.9,19.5,19.5,19.5,19.5,19.5,19.5,105,62,94.4,1,0,0,0,0,0,0,0,0,39,19.93,19.94,1000,0,0,0,0
30.888,14.62,19.6,0.6,0,85,0,6,33,14.55,39,38.9,18.6,94,2512.1,2512.6,1478,89,-5.5,11.7,19.5,19.5,19.5,19.5,19.5,19.5,101,62,94.4,1,0,0,0,0,0,0,0,0,39,19.91,19.79,1000,0,0,0,0
30.968,14.62,19.6,0.6,0,85,0,6,33,14.53,38.2,38.2,18.6,94,2510.2,2507.1,1482,89,-5.7,11.5,19.5,19.5,19.5,19.5,19.5,19.5,100,62,94.5,1,0,0,0,0,0,0,0,0,38.8,19.63,19.56,1000,0,0,0,0
31.048,14.62,19.6,0.6,0,85,0,6,33,14.53,38.2,38.2,18.5,94,2504.4,2500.6,1481,89,-5.9,11.5,19.5,19.5,19.5,19.5,19.5,19.5,100,62,94.6,1,0,0,0,0,0,0,0,0,38.8,19.6,19.45,1000,0,0,0,0
31.128,14.62,19.2,0.6,0,85,0,6,33,14.53,38.2,38.2,18.5,94,2495.7,2496,1480,89,-6.1,11.5,19.5,19.5,19.5,19.5,19.5,19.5,100,62,94.6,1,0,0,0,0,0,0,0,0,38.2,19.22,19.28,1000,0,0,0,0
31.210,14.62,18.8,0.6,0,85,0,6,33,14.52,36,36.9,17.5,94,2492,2488.3,1479,89,-6.4,11.3,19.5,19.5,19.5,19.5,19.5,19.5,99,62,94.9,1,0,0,0,0,0,0,0,0,36.8,18.5,18.88,1000,0,0,0,0
31.309,14.62,18.4,0.6,0,85,0,6,33,14.52,36.8,36.2,17.4,94,2490.7,2477.4,1473,89,-6.5,10.9,19.5,19.5,19.5,19.5,19.5,19.5,93,62,95.2,1,0,0,0,0,0,0,0,0,36.1,18.15,18.35,1000,0,0,0,0
31.389,14.62,17.6,0.5,0,85,0,6,33,14.65,36,35.5,17.2,94,2473.6,2462.4,1480,89,-6.1,10.9,19.5,19.5,19.5,19.5,19.5,19.5,90,62,95.3,1,0,0,0,0,0,0,0,0,34.5,17.8,17.98,1000,0,0,0,0
31.468,14.62,17.6,0.5,0,85,0,6,33,14.87,33.8,35,16.4,94,2456.4,2450.9,1482,89,-5.1,10.7,19.5,19.5,19.5,19.5,19.5,19.5,86,62,95.4,1,0,0,0,0,0,0,0,0,34.6,17.47,17.72,1000,0,0,0,0
